WKT,osm_id,name,access,addr.city,addr.city.en,addr.city.simc,addr.country,addr.floor,addr.housename,addr.housenumber,addr.postcode,addr.street,addr.suburb,air_conditioning,amenity,atm,barrier,board_type,brand,brand.wikidata,brand.wikipedia,cash_in,check_date,check_date.diet.gluten_free,check_date.opening_hours,covered,currency.PLN,diet.gluten_free,door,email,entrance,fee,fee.conditional,information,internet_access,level,material,name.be,name.en,name.ja,name.pl,name.ru,network,opening_hours,operator,operator.wikidata,organic,parking,payment.blik,payment.cash,payment.contactless,payment.credit_cards,payment.debit_cards,payment.diners_club,payment.maestro,payment.mastercard,payment.sodexo,payment.v_pay,payment.visa,payment.visa_debit,payment.visa_electron,pets_allowed,phone,ref,roof.levels,shop,source,source.addr,source.note,start_date,stroller,toilets.wheelchair,tourism,website,wheelchair,wheelchair.description,wikipedia,nazwa_dzie,supermarket
"POINT (20.994864 52.1697451)","2591323934",Biedronka,,,,,,,,"61",,Bokserska,,,,,,,Biedronka,Q857182,pl:Biedronka (sieć handlowa),,2023-10-31,,,,,,,bok@biedronka.eu,,,,,,,,,,ビェドロンカ,,Бедронка,,"Mo,Th-Fr 05:00-01:00; Tu,Sa 05:00-23:30; We off; Su 05:00-01:00 ""tylko niedziele handlowe""",Jeronimo Martins Polska S.A.,,yes,,,,yes,,,,,yes,,,yes,,,,,,,supermarket,,,,,yes,,,"https://www.biedronka.pl/pl/shop,id,2334",yes,,,Ursynów,Biedronka
"POINT (21.0426627 52.1419238)","2649899072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ursynów,Biedronka
"POINT (20.9959371 52.1083626)","3064519828",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ursynów,Biedronka
"POINT (20.9955816 52.1083614)","3064519829",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ursynów,Biedronka
"POINT (20.9955821 52.108303)","3064519830",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ursynów,Biedronka
"POINT (20.995241 52.1083034)","3064519831",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ursynów,Biedronka
"POINT (20.9952369 52.1086144)","3064519832",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ursynów,Biedronka
"POINT (21.0577647 52.1473634)","3703521520",Biedronka,,Warszawa,,,,,,"4",,Migdałowa,,,,,,,Biedronka,Q857182,pl:Biedronka (sieć handlowa),,,,,,,,,bok@biedronka.eu,,,,,,,,,,,,Бедронка,,Mo-Su 06:00-23:30,Jeronimo Martins Polska S.A.,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,"https://www.biedronka.pl/pl/shop,id,2640",,,,Ursynów,Biedronka
"POINT (21.0208549 52.1563744)","4245017589",Biedronka,,,,,,,,"10",,Eugeniusza Romera,,,,,,,Biedronka,Q857182,pl:Biedronka (sieć handlowa),,2023-07-29,,,,,,,bok@biedronka.eu,,,,,,,,,,,,Бедронка,,Mo-Sa 05:00-23:30,Jeronimo Martins Polska S.A.,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,"https://www.biedronka.pl/pl/shop,id,2688",yes,,,Ursynów,Biedronka
"POINT (21.0348222 52.1553018)","4285807465",Biedronka,,Warszawa,,,,,,"85",,Aleja Komisji Edukacji Narodowej,,,,,,,Biedronka,Q857182,pl:Biedronka (sieć handlowa),,2024-12-14,,,,,,,bok@biedronka.eu,,,,,,"-1",,,,,,Бедронка,,Mo-Sa 06:00-23:00,Jeronimo Martins Polska S.A.,,,,yes,yes,yes,,,yes,yes,yes,yes,yes,yes,yes,yes,,+48 22 205 33 00,,,supermarket,,,,,,,,"https://www.biedronka.pl/pl/shop,id,2395",yes,,,Ursynów,Biedronka
"POINT (21.0437551 52.1465539)","5341651060",Biedronka,,,,,,,,,,,,,,,,,Biedronka,Q857182,pl:Biedronka (sieć handlowa),,2023-12-23,,,,,,,bok@biedronka.eu,,,,,,,,,,,,Бедронка,,Mo-Sa 06:00-23:00,Jeronimo Martins Polska S.A.,,,,yes,yes,yes,,,yes,yes,yes,yes,yes,yes,yes,yes,,+48 22 205 33 00,,,supermarket,,,,,,,,"https://www.biedronka.pl/pl/shop,id,2998",yes,,,Ursynów,Biedronka
"POINT (21.0656824 52.141588)","6681678457",Biedronka,,,,,,,,,,,,,,,,,Biedronka,Q857182,pl:Biedronka (sieć handlowa),,,,,,,,,,,,,,,,,,,,,,,"Mo-Sa 06:00-23:30; Su 06:00-23:30",Jeronimo Martins Polska S.A.,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,,,,,Ursynów,Biedronka
"POINT (20.9959945 52.1086177)","7076362910",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ursynów,Biedronka
"POINT (20.9959956 52.1084953)","7076362911",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ursynów,Biedronka
"POINT (20.995936 52.1084948)","7076362912",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ursynów,Biedronka
"POINT (20.9955819 52.1083274)","7076362947",,,,,,,,,,,,,,loading_dock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ursynów,Biedronka
"POINT (20.9959593 52.1084954)","7076362960",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ursynów,Biedronka
"POINT (21.0321971 52.1551588)","8677782371",Biedronka,,,,,,,,,,,,,,,,,Biedronka,Q857182,,,2024-03-23,,,,,,,,,,,,,,,,,,,,,"Mo-Sa 06:00-23:00; Su 06:00-23:00 ""tylko niedziele handlowe""",,,yes,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,"https://www.biedronka.pl/pl/shop,id,7098",yes,,,Ursynów,Biedronka
"POINT (21.0428042 52.1421177)","8779475324",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ursynów,Biedronka
"POINT (21.0428268 52.1421194)","8779475998",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ursynów,Biedronka
"POINT (21.0428294 52.1421083)","8779476602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ursynów,Biedronka
"POINT (21.0428063 52.1421061)","8779476710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ursynów,Biedronka
"POINT (21.0428919 52.1421136)","8779476763",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ursynów,Biedronka
"POINT (21.0430175 52.1419588)","9775018380",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ursynów,Biedronka
"POINT (20.995995 52.1085672)","10720724508",,customers,,,,,,,,,,,,,,,,,,,,,,,,,,automatic,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ursynów,Biedronka
"POINT (21.0427638 52.1419332)","12160523084",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ursynów,Biedronka
"POINT (21.0459697 52.156715)","12961086099",Biedronka,,,,,,,,,,,,,,,,,Biedronka,Q857182,,,,,,,,,,,,,,,,"0",,,,,,,,Mo-Sa 06:00-23:30,,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,,yes,,,Ursynów,Biedronka
"POINT (21.0426473 52.1420919)","13208705889",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ursynów,Biedronka
"POINT (21.0426754 52.1420944)","13208705893",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ursynów,Biedronka
"POINT (21.0427057 52.1420971)","13208715211",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ursynów,Biedronka
"POINT (21.0428764 52.1421123)","13208715214",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ursynów,Biedronka
"POINT (21.042669 52.1419244)","13208715222",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ursynów,Biedronka
"POINT (20.999924 52.2373316)","1550534775",Biedronka,,Warszawa,,,,,,12/14,00-131,Grzybowska,,,,,,,Biedronka,Q857182,pl:Biedronka (sieć handlowa),,2025-01-10,,2022-01-10,,,,,bok@biedronka.eu,,,,,,,,,,,,Бедронка,,"Mo-Sa 07:00-21:00; Su 09:00-20:00",Jeronimo Martins Polska S.A.,,,,,,,,,,,,,,,,,,+48 800 080 010,,,supermarket,,,,,,,,"https://www.biedronka.pl/pl/shop,id,1301",yes,,,Śródmieście,Biedronka
"POINT (21.0032067 52.2512634)","1806708737",Biedronka,,Warszawa,,,,,,"6",00-213,Bonifraterska,,,,,,,Biedronka,Q857182,pl:Biedronka (sieć handlowa),,2023-07-22,,,,,,,bok@biedronka.eu,,,,,,"0",,,,,,Бедронка,,Mo-Sa 07:00-22:00,Jeronimo Martins Polska S.A.,,,,,yes,,yes,,,,yes,,,yes,,,,,,,supermarket,,,,,,,,"https://www.biedronka.pl/pl/shop,id,2465",limited,,,Śródmieście,Biedronka
"POINT (20.9883535 52.2530978)","2127505528",Biedronka,,,,,,,,"4",,Dzika,,,,,,,Biedronka,Q857182,pl:Biedronka (sieć handlowa),,2024-08-30,,,,,,,bok@biedronka.eu,,,,,,,,,,,,Бедронка,,"Mo-Sa 06:00-23:30; Su 06:00-22:00 ""tylko niedziele handlowe""",Jeronimo Martins Polska S.A.,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,"https://www.biedronka.pl/pl/shop,id,1231",yes,Pełna dostępność,,Śródmieście,Biedronka
"POINT (21.0022567 52.2288673)","2350121345",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Śródmieście,Biedronka
"POINT (21.0024282 52.2285601)","2924884218",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Śródmieście,Biedronka
"POINT (21.0026739 52.2286135)","2924884226",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Śródmieście,Biedronka
"POINT (21.002646 52.2286687)","2924884243",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Śródmieście,Biedronka
"POINT (21.0026762 52.2286744)","2924884247",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Śródmieście,Biedronka
"POINT (21.0026291 52.2287559)","2924884280",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Śródmieście,Biedronka
"POINT (21.0025977 52.2288102)","2924886105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Śródmieście,Biedronka
"POINT (21.0026572 52.2288234)","2924886117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Śródmieście,Biedronka
"POINT (21.0027775 52.2288501)","2924886129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Śródmieście,Biedronka
"POINT (21.0027584 52.2289718)","2924886141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Śródmieście,Biedronka
"POINT (20.9965483 52.2448957)","3031428106",Biedronka,,,,,,,,7A,,Nowolipie,,,,,,,Biedronka,Q857182,pl:Biedronka (sieć handlowa),,2024-04-26,,,,,,,bok@biedronka.eu,,,,,,,,,,,,Бедронка,,"Mo-Sa 06:00-22:00; Su 08:00-20:00 ""tylko niedziele handlowe""",Jeronimo Martins Polska S.A.,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,"https://www.biedronka.pl/pl/shop,id,2475",yes,,,Śródmieście,Biedronka
"POINT (21.0360576 52.2337856)","4036101689",Biedronka,,,,,,,,"24",,Solec,,,,,,,Biedronka,Q857182,pl:Biedronka (sieć handlowa),,2023-05-21,,,,,,,bok@biedronka.eu,,,,,,,,,,,,Бедронка,,Mo-Sa 06:00-23:30,Jeronimo Martins Polska S.A.,,,,yes,yes,yes,,,yes,yes,yes,yes,yes,yes,yes,yes,,+48 22 205 33 00,,,supermarket,,,,,,,,https://www.biedronka.pl,yes,,,Śródmieście,Biedronka
"POINT (21.0181917 52.2368142)","4286855910",Biedronka,,Warszawa,,,,,,"68",00-357,Nowy Świat,,,,,,,Biedronka,Q857182,pl:Biedronka (sieć handlowa),,2025-01-10,,,,,,,bok@biedronka.eu,,,,,,"-1",,,,,,Бедронка,,"Mo-Fr 05:00-01:00; Sa 05:00-23:30",Jeronimo Martins Polska S.A.,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,"https://www.biedronka.pl/pl/shop,id,2521",no,,,Śródmieście,Biedronka
"POINT (20.9945227 52.2419502)","4574038921",Biedronka,,Warszawa,,,,,,"115",,Aleja „Solidarności”,,,,,,,Biedronka,Q857182,pl:Biedronka (sieć handlowa),,2022-08-06,,,,,,,bok@biedronka.eu,,,,,,,,,,,,Бедронка,,Mo-Sa 06:00-23:00,Jeronimo Martins Polska S.A.,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,https://www.biedronka.pl,yes,,,Śródmieście,Biedronka
"POINT (21.0117895 52.2321892)","5110441529",Biedronka,,Warszawa,,,,,,"36",,Chmielna,,,,,,,Biedronka,Q857182,pl:Biedronka (sieć handlowa),,2024-09-16,,,,,,,bok@biedronka.eu,,,,,,,,,,,,Бедронка,,"Mo-Sa 06:00-23:30;Su 06:00-23:30 ""tylko niedziele handlowe""",,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,"https://www.biedronka.pl/pl/shop,id,2706",yes,,,Śródmieście,Biedronka
"POINT (21.0026557 52.2287098)","5433185830",,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Śródmieście,Biedronka
"POINT (21.0027666 52.228922)","5433295291",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Śródmieście,Biedronka
"POINT (20.9937203 52.251115)","5922184787",Biedronka,,,,,,,,,,,,,,,,,Biedronka,Q857182,pl:Biedronka (sieć handlowa),,2022-08-21,,,,,,,bok@biedronka.eu,,,,,,,,,,,,Бедронка,,"Mo-Sa 07:00-22:00; Su 08:00-21:00",,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,"https://www.biedronka.pl/pl/shop,id,2612",,,,Śródmieście,Biedronka
"POINT (21.01724 52.2313777)","6486479573",Biedronka,,,Warsaw,,,,,"50",,Krucza,,,,,,,Biedronka,Q857182,pl:Biedronka (sieć handlowa),,2025-04-23,,,,,,,,,,,,,"-1",,,,,,,,"Mo-Sa 06:00-23:45; Su 08:00-22:00 ""tylko niedziele handlowe""",,,,,,yes,,yes,yes,,,yes,,,yes,,,,,,,supermarket,,,,,,,,"https://www.biedronka.pl/pl/shop,id,3097",yes,,,Śródmieście,Biedronka
"POINT (21.0372101 52.2255205)","9922747957",Biedronka,,,,,,,,"6",,Górnośląska,,,,,,,Biedronka,Q857182,,,2023-09-15,,,,,,,,,,,,,,,,,,,,,"Mo-Sa 06:00-23:00; PH,Su off",,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,"https://www.biedronka.pl/pl/shop,id,3709",yes,,,Śródmieście,Biedronka
"POINT (21.0281493 52.240737)","10075459736",Biedronka,,Warszawa,,,,,,"42",00-312,Dobra,,,,,,,Biedronka,Q857182,,,2025-08-12,,,,,,,,,,,,,"-1",,,,,,,,Mo-Su 06:30-23:00,,,,,,yes,,,,,yes,yes,,,yes,,,,,"7004",,supermarket,,,,,,,,"https://www.biedronka.pl/pl/shop,id,7004",yes,,,Śródmieście,Biedronka
"POINT (21.0423029 52.2500097)","309749930",Biedronka,,Warszawa,,,PL,,,"24",,Targowa,,,,,,,Biedronka,Q857182,pl:Biedronka (sieć handlowa),,2024-06-23,,,,,,,bok@biedronka.eu,,,,,,,,,,,,Бедронка,,"Mo-Sa 05:00-23:30; Su 08:00-22:00 ""tylko niedziele handlowe""",Jeronimo Martins Polska S.A.,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,"https://www.biedronka.pl/pl/shop,id,1230",yes,,,Praga-Północ,Biedronka
"POINT (21.0182217 52.272152)","1490193540",Biedronka,,Warszawa,,,PL,,,"82",03-301,Jagiellońska,,,,,,,Biedronka,Q857182,pl:Biedronka (sieć handlowa),,2023-03-23,,,,,,,bok@biedronka.eu,,,,,,,,,,,,Бедронка,,Mo-Sa 06:00-23:30,Jeronimo Martins Polska S.A.,,,,,,,,,,,yes,,,yes,,,,,,,supermarket,,,,,,,,"https://www.biedronka.pl/pl/shop,id,47",,,,Praga-Północ,Biedronka
"POINT (21.0404592 52.2659213)","4854722321",Biedronka,,Warszawa,,,,"0",,"43",03-420,Szwedzka,,,,,,,Biedronka,Q857182,pl:Biedronka (sieć handlowa),,2022-10-15,,,,,,,bok@biedronka.eu,,,,,no,"0",,,Biedronka,,Biedronka,Бедронка,,"Mo-Sa 06:00-22:00; Su 08:00-22:00",Jeronimo Martins Polska S.A.,,,,,,,,,,,yes,,,yes,,,no,,,,supermarket,,,,,,,,"https://www.biedronka.pl/pl/shop,id,2842",yes,,,Praga-Północ,Biedronka
"POINT (21.028823 52.2598832)","5455197921",Biedronka,,Warszawa,,,,,,"6",03-464,Plac generała Józefa Hallera,,,,,,,Biedronka,Q857182,pl:Biedronka (sieć handlowa),,,,,,,,,bok@biedronka.eu,,,,,,,,,,,,Бедронка,,"Mo-Sa 07:00-22:00; Su 08:00-21:00",,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,https://www.biedronka.pl,,,,Praga-Północ,Biedronka
"POINT (21.0526783 52.2525346)","5659018400",Biedronka,,,,,,,,,,,,,,,,,Biedronka,Q857182,pl:Biedronka (sieć handlowa),,,,,,,,,bok@biedronka.eu,,,,,,,,,,,,Бедронка,,Mo-Su 06:30-23:00,,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,"https://www.biedronka.pl/pl/shop,id,2409",yes,,,Praga-Północ,Biedronka
"POINT (21.045167 52.256434)","8663445875",Biedronka,,,,,,,,,,,,,,,,,Biedronka,Q857182,pl:Biedronka (sieć handlowa),,2024-01-20,,,,,,,,,,,,,,,,,,,,,Mo-Sa 06:00-23:30,,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,"https://www.biedronka.pl/pl/shop,id,3091",yes,,,Praga-Północ,Biedronka
"POINT (20.8616185 52.1917055)","1272837539",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ursus,Biedronka
"POINT (20.8617019 52.1914904)","1272837540",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ursus,Biedronka
"POINT (20.8621411 52.1917819)","1272837541",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ursus,Biedronka
"POINT (20.8622243 52.1915662)","1272837542",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ursus,Biedronka
"POINT (20.8688971 52.1991274)","1337468958",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ursus,Biedronka
"POINT (20.8693106 52.198749)","1337469132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ursus,Biedronka
"POINT (20.8685791 52.1989968)","1337469208",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ursus,Biedronka
"POINT (20.8689909 52.1986178)","1337469281",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ursus,Biedronka
"POINT (20.8990135 52.1883873)","2750635237",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ursus,Biedronka
"POINT (20.8988764 52.1884374)","2750635239",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ursus,Biedronka
"POINT (20.8989138 52.1884759)","2750635242",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ursus,Biedronka
"POINT (20.8987358 52.1885405)","2750635244",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ursus,Biedronka
"POINT (20.8993282 52.1887129)","2750635254",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ursus,Biedronka
"POINT (20.8989803 52.1887948)","2750635256",,,,,,,,,,,,,,,,,,,,,,,,,,,,sliding,,main,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,Ursus,Biedronka
"POINT (20.8990115 52.1888272)","2750635259",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ursus,Biedronka
"POINT (20.8616871 52.1915287)","3587417218",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ursus,Biedronka
"POINT (20.8988951 52.1884566)","8753081872",,private,,,,,,,,,,,,,,gate,,,,,,,,,,,,sliding,,service,,,,,,steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ursus,Biedronka
"POINT (20.8830647 52.2055334)","8918530603",Biedronka,,,,,,,,,,,,,,,,,Biedronka,Q857182,pl:Biedronka (sieć handlowa),,,,2025-09-20,,,,,,,,,,,,,,,,,,,"Mo-Sa 05:00-23:30; PH off",Jeronimo Martins Polska S.A.,,,,,,,,,,,,,,,,,,,,,supermarket,,,,2021-08-19,,,,"https://www.biedronka.pl/pl/shop,id,3680",yes,,,Ursus,Biedronka
"POINT (20.8685293 52.1942763)","9815470198",Biedronka,,Warszawa,,,,,,"41",02-495,Stanisława Wojciechowskiego,,,,,,,Biedronka,Q857182,,,,,,,,,,,,,,,,,,,,,,,,"Mo-Sa 05:00-23:30; PH off",,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,,,,,Ursus,Biedronka
"POINT (20.868686 52.1990407)","10587592501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ursus,Biedronka
"POINT (20.8990918 52.1887982)","13148399128",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ursus,Biedronka
"POINT (21.0335936 52.295939)","1361323915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Biedronka
"POINT (21.033322 52.2960148)","1361323917",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Biedronka
"POINT (21.0336031 52.2959961)","1361323932",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Biedronka
"POINT (21.0222909 52.294215)","1625417858",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Biedronka
"POINT (21.0222098 52.2945345)","1625417863",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Biedronka
"POINT (21.0221503 52.2942291)","1625417865",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Biedronka
"POINT (21.0222571 52.2942595)","1625417888",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Biedronka
"POINT (21.0219026 52.2945997)","1625417936",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Targówek,Biedronka
